fk_table,fk_name,fk_column,key_seq,pk_schema,pk_table,pk_column,update_rule,delete_rule
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGCATVALFORPAG","CODIGOCATALOGOVALORFORMAPAGO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTFORPAG","SFDEPFKFORPAGCATVALFORPAG","CODIGOCATALOGOTIPOFORMAPAGO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTFORPAG","SFDEPFKFORPAGTRANSACCION","CODIGOTRANSACCION","1","SMXFINANC","SFDEPTTRANSACCION","CODIGOTRANSACCION","3","3"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXADM","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXADM","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXADM","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXBI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXBI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXB2B","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXB2B","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXB2B","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXCORP","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXCORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXCORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXFACT","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXFINANC","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENCATVALTIPINT","CODIGOCATALOGOVALORTIPOINTEGRACION","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENCATVALESTINT","CODIGOCATALOGOVALORESTADOINTEGRACION","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENCATVALESTINT","CODIGOCATALOGOTIPOESTADOINTEGRACION","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENCATVALTIPINT","CODIGOCATALOGOTIPOTIPOINTEGRACION","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXIDOCELE","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXIMP","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXIMP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXIMP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXINMO","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXINMO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXINMO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXMBASE","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXMBASE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXMBASE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXMCLUB","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXOFETRA","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXPCEL","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXSIC","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXSIC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXSIC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXSISCO","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXSISCO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXSISCO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXSISEG","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXSISEG","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXSISEG","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXVPI","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXVPI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXVPI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENSYSTEM","CODIGOSISTEMA","1","SMXWRT","KSEMPTSYSTEM","SYSID","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENUSERMOD","USUARIOMODIFICACION","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENUSERREG","USUARIOREGISTRO","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOCOMPANIA","1","SMXWRT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVEN","SFDEPFKINTVENARETRA","CODIGOAREATRABAJO","2","SMXWRT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXADM","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXADM","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXBI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXBI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXB2B","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXB2B","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXCORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXCORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETINSTAR","CODIGOINSTITUCIONTARJETA","1","SMXCORP","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETCATVALFORPAG","CODIGOCATALOGOVALORFORMAPAGO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETCATVALTIPPAG","CODIGOCATALOGOVALORTIPOPAGO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETCATVALFORPAG","CODIGOCATALOGOTIPOFORMAPAGO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETCATVALTIPPAG","CODIGOCATALOGOTIPOTIPOPAGO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETINTVEN","CODIGOINTEGRACIONVENTA","1","SMXFINANC","SFDEPTINTVEN","CODIGOINTEGRACIONVENTA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETINSTAR","CODIGOINSTITUCIONTARJETA","1","SMXFINANC","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETARETRA","CODIGOAREATRABAJO","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTINTVENDET","SFDEPFKINTVENDETUSERREG","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","0"
